sku_id,category,sku_price
1749,electronics,3416
1750,food,105
1751,beauty,1191
1752,beauty,1118
1753,beauty,1333
1754,electronics,4565
1755,electronics,3999
1756,home,1723
1757,electronics,2312
1758,beauty,1121
1759,home,1535
1760,electronics,4868
1761,home,1087
1762,electronics,1855
1763,food,117
1764,home,1841
1765,food,78
1766,home,370
1767,home,632
1768,beauty,131
1769,beauty,311
1770,home,1729
1771,home,215
1772,beauty,251
1773,clothes,649
1774,beauty,297
1775,home,876
1776,food,120
1777,electronics,1765
1778,home,1238
1779,clothes,515
1780,electronics,2348
1781,food,182
1782,clothes,785
1783,electronics,1047
1784,electronics,3981
1785,food,26
1786,beauty,1468
1787,home,1518
1788,beauty,1273
1789,clothes,437
1790,beauty,799
1791,electronics,1699
1792,food,149
1793,clothes,216
1794,clothes,233
1795,electronics,3737
1796,food,84
1797,home,621
1798,clothes,170
1799,clothes,257
1800,electronics,2373
1801,electronics,4057
1802,home,1781
1803,home,1143
1804,electronics,4342
1805,clothes,272
1806,beauty,1370
1807,home,959
1808,home,934
1809,electronics,353
1810,clothes,610
1811,food,163
1812,beauty,445
1813,electronics,1814
1814,clothes,106
1815,food,14
1816,clothes,83
1817,beauty,1255
1818,food,89
1819,electronics,701
1820,electronics,3715
1821,clothes,215
1822,food,161
1823,beauty,1192
1824,beauty,383
1825,home,1564
1826,beauty,757
1827,electronics,1062
1828,food,87
1829,food,102
1830,electronics,3800
1831,beauty,152
1832,food,125
1833,clothes,174
1834,food,89
1835,beauty,867
1836,beauty,449
1837,clothes,676
1838,electronics,1195
1839,beauty,1308
1840,beauty,199
1841,home,1512
1842,beauty,1467
1843,food,114
1844,beauty,668
1845,food,139
1846,beauty,1296
1847,food,38
1848,beauty,1172
1849,home,1094
1850,home,1038
1851,clothes,674
1852,clothes,775
1853,food,54
1854,electronics,1268
1855,electronics,4108
1856,electronics,1998
1857,beauty,869
1858,home,123
1859,food,94
1860,beauty,1325
1861,clothes,61
1862,clothes,756
1863,food,70
1864,electronics,2821
1865,food,134
1866,beauty,683
1867,electronics,1232
1868,food,92
1869,home,1513
1870,beauty,1281
1871,electronics,1738
1872,clothes,388
1873,food,177
1874,home,1906
1875,home,1662
1876,electronics,1412
1877,home,348
1878,home,1856
1879,beauty,706
1880,home,1635
1881,home,1930
1882,electronics,4568
1883,food,149
1884,food,147
1885,beauty,58
1886,clothes,641
1887,food,95
1888,electronics,1523
1889,food,12
1890,food,101
1891,beauty,359
1892,beauty,1260
1893,home,413
1894,beauty,259
1895,food,185
1896,food,186
1897,electronics,2524
1898,home,207
1899,home,1826
1900,clothes,430
1901,home,1728
1902,food,60
1903,beauty,639
1904,clothes,164
1905,food,14
1906,clothes,144
1907,home,1066
1908,electronics,4253
1909,beauty,335
1910,clothes,398
1911,home,1530
1912,beauty,655
1913,food,41
1914,electronics,4528
1915,clothes,260
1916,electronics,4063
1917,home,1491
1918,beauty,257
1919,electronics,2847
1920,electronics,1013
1921,food,124
1922,electronics,1144
1923,beauty,1369
1924,food,10
1925,beauty,659
1926,clothes,378
1927,clothes,247
1928,food,75
1929,beauty,673
1930,home,1404
1931,electronics,2533
1932,clothes,211
1933,food,34
1934,electronics,4884
1935,beauty,229
1936,clothes,605
1937,food,145
1938,food,74
1939,clothes,771
1940,food,151
1941,clothes,225
1942,electronics,2850
1943,beauty,713
1944,beauty,928
1945,electronics,1365
1946,electronics,4156
1947,electronics,1167
1948,home,140
1949,electronics,3793
1950,home,396
1951,beauty,1233
1952,home,1292
1953,food,84
1954,food,55
1955,beauty,180
1956,home,1192
1957,clothes,145
1958,home,229
1959,home,665
1960,home,993
1961,clothes,279
1962,clothes,681
1963,food,98
1964,home,405
1965,food,88
1966,home,1028
1967,electronics,835
1968,home,261
1969,food,127
1970,home,1762
1971,clothes,339
1972,food,159
1973,beauty,280
1974,beauty,230
1975,home,1704
1976,electronics,2969
1977,beauty,1350
1978,electronics,2774
1979,beauty,964
1980,home,1239
1981,home,518
1982,beauty,519
1983,beauty,345
1984,home,816
1985,electronics,3091
1986,clothes,760
1987,beauty,902
1988,home,1191
1989,food,144
1990,clothes,227
1991,electronics,4286
1992,electronics,4092
1993,food,147
1994,electronics,3947
1995,clothes,365
1996,home,172
1997,beauty,242
1998,beauty,796
1999,food,131
2000,electronics,1041
